"Notes on Volumes: Volume 1 and Volume 2 distinctions are largely arbitrary and based on a alphabetical sorting of filenames from the original scan files. The do not correspond do the order files were scanned, or anything else. Some file elements from colorization onwards have a directory structure that refers to Volume 1 or Volume 2, or simply ""1 of 2"" and ""2 of 2"".","Notes on Scan Batch: The original scans were made in three batches, and the files are on 6 drives (three batches, each with two copies)",,,,,Total Duration,,6:24:53,Total Frames,"554,232",,,,,,,,,,,,,,,,,,,,,,
Home Movie Volume / Partition,"Scan Batch (A, B, or C)",Filenames,Format,Original Scan Resolution,Original Scan Copy #1 Location,Original Scan Copy #2 Location,Original Scan Copy #3 Location,Duration at 23.97 fps (most of this was shot at 16 or 18 FPS),Clips Identified,Motion Tracked,Stabilized,Color Corrected,CC Duration,Notes,Color Corrected Copy #1 Location,Color Corrected Copy #2 Location,2k Export Location,Topaz Enhanced Location,Years,People,Location,Title,Description,Chapters,Tech Notes,Summary,Tag: Ruth,Tag: Disney,Tag: SF,Tag: Needs Edit,Tag: Theme Park,Workflow State
Hayward Movies Volume 1,Batch C,KO-1_FROS,16mm,4976x3472,Original Scans Batch C Copy 1,Original Scans Batch C Copy 2,Color Corrected Drive A,0:11:14,,,,Verified,11:13:18,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1953,John Hayward Sr.,South Korea,"South Korea - 1953 - John Hayward Medical Mission Trip, Part 1 of 2",John Charles Hayward traveled to South Korea to provide medical services as a doctor from mid 1953 to 1954.,"00:01 Korean Scenes
07:28 John Sr. Arrives at Baptist Mission in Korea
07:35 Korean Scenes 2","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","John Charles Hayward traveled to South Korea to provide medical services as a doctor from mid 1953 to 1954.

Chapters:
00:01 Korean Scenes
07:28 John Sr. Arrives at Baptist Mission in Korea
07:35 Korean Scenes 2

People: John Hayward Sr.

Years: 1953
Locations: South Korea

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: KO-1_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch C,KO-2_FROS,16mm,4976x3472,Original Scans Batch C Copy 1,Original Scans Batch C Copy 2,Color Corrected Drive A,0:09:12,,,,Verified,9:11:20,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1953,John Hayward Sr.,South Korea,"South Korea - 1953 - John Hayward Medical Mission Trip, Part 2 of 2",John Charles Hayward traveled to South Korea to provide medical services as a doctor from mid 1953 to 1954.,"00:01 Korea Scenes
09:40 John Sr. Departs Korea
11:41 John Sr. and Josephine Hawaii Maybe","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","John Charles Hayward traveled to South Korea to provide medical services as a doctor from mid 1953 to 1954.

Chapters:
00:01 Korea Scenes
09:40 John Sr. Departs Korea
11:41 John Sr. and Josephine Hawaii Maybe

People: John Hayward Sr.

Years: 1953
Locations: South Korea

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: KO-2_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-52_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:23,,,,Verified,1:22:22,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1952,"John Sr. & Josephine, Rosabell Hayward",Michigan,"John Sr., Josephine, and Rosabell in Michigan (Damaged)",Damaged film of John Sr. and wife Josephine spend time in Michigan with John's parents: Earl and Rosabell Hayward. Earl is probably operating the camera in some of these shots.,"00:01 River
01:02 Rosabell Hayward
01:10 John Sr., Josephine, Rosabell at Picnic","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Damaged film of John Sr. and wife Josephine spend time in Michigan with John's parents: Earl and Rosabell Hayward. Earl is probably operating the camera in some of these shots.

Chapters:
00:01 River
01:02 Rosabell Hayward
01:10 John Sr., Josephine, Rosabell at Picnic

People: John Sr. & Josephine, Rosabell Hayward

Years: 1952
Locations: Michigan

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-52_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-53_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:24,,,,Verified,1:24:12,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1953,"Rosabell Hayward, Marjorie Lindner (nee Hayward)","Rock City, Georgia",Bob Linder's Family Films Part 1 - Rock City Georgia and Bible Camp with Rosabell Hayward and her daughter Marjorie who married Bob,Rosabell Hayward and her daughter Marjorie Lindner (nee Hayward) appear exiting the camp building with others,"00:01 Rock City Georgia
00:34 Gnomish Water Wheel
00:47 Unknown Campground Scenes
01:41 Rosabell Hayward and her daughter Marjorie Lindner (nee Hayward)","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Rosabell Hayward and her daughter Marjorie Lindner (nee Hayward) appear exiting the camp building with others

Chapters:
00:01 Rock City Georgia
00:34 Gnomish Water Wheel
00:47 Unknown Campground Scenes
01:41 Rosabell Hayward and her daughter Marjorie Lindner (nee Hayward)

People: Rosabell Hayward, Marjorie Lindner (nee Hayward)

Years: 1953
Locations: Rock City, Georgia

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-53_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-55A_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:24,,,,Verified,1:23:21,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1955,,,"Bob Linder's Family Films Part 2 - House fire, Moving, Ferry Boats and Locks",,"00:01 River
00:13 House Fire
00:47 Moving Day
00:59 Boat Trip
01:25 Park Fountain
01:32 Boat Locks","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 River
00:13 House Fire
00:47 Moving Day
00:59 Boat Trip
01:25 Park Fountain
01:32 Boat Locks

People: 

Years: 1955
Locations: 

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-55A_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-55B_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:24,,,,Verified,1:25:04,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1955,,"Battle Creek, Michigan","Bob Linder's Family Films Part 3 - Parade in Battle Creek, Michigan","Around 45 seconds in you can see the Godfrew Jeweler sign, this store closed in 2009 but the building on 12 Michigan Avenue in Battle Creek is still recognizable (although the marquee is gone). The tall building in the background is at the corner of Michigan Ave and McCamly St.",00:01 Parade down Main St. (now called Mighigan Ave.) in Battle Creek Michigan,"Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Around 45 seconds in you can see the Godfrew Jeweler sign, this store closed in 2009 but the building on 12 Michigan Avenue in Battle Creek is still recognizable (although the marquee is gone). The tall building in the background is at the corner of Michigan Ave and McCamly St.

Chapters:
00:01 Parade down Main St. (now called Mighigan Ave.) in Battle Creek Michigan

People: 

Years: 1955
Locations: Battle Creek, Michigan

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-55B_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-55C_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:25,,,,Verified,1:25:02,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1955,"Rosabell Hayward, Marjorie Lindner, John Bob and other Lindners","Coldwater, Michigan","Bob Linder's Family Films Part 4 - Lindner Home in Coldwater, Michigan",Lindner Family Home in Coldwater Michigan,"00:01 Train
01:13 Lindner Family","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Lindner Family Home in Coldwater Michigan

Chapters:
00:01 Train
01:13 Lindner Family

People: Rosabell Hayward, Marjorie Lindner, John Bob and other Lindners

Years: 1955
Locations: Coldwater, Michigan

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-55C_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-56A_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:24,,,,Verified,1:24:08,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1956,,Niagara Falls,Bob Linder's Family Films Part 5 - Niagara Falls,,00:01 Niagara Falls,"Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Niagara Falls

People: 

Years: 1956
Locations: Niagara Falls

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-56A_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-56B_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:05,,,,Verified,1:04:23,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1956,,,Bob Linder's Family Films Part 6 - Damaged Film of Boats and Cars,,00:01 Damaged Scenes Cars Boat Park,"Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Damaged Scenes Cars Boat Park

People: 

Years: 1956
Locations: 

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-56B_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-58_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:25,,,,Verified,1:24:19,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1958,,"Michigan, Cypress Gardens in Florida",Bob Linder's Family Films Part 7 - Trip from Michigan to Cypress Gardens Florida,,"00:01 Golden Gate Bridge
00:47 Swans
01:19 Farming
01:56 Cypress Gardens","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Golden Gate Bridge
00:47 Swans
01:19 Farming
01:56 Cypress Gardens

People: 

Years: 1958
Locations: Michigan, Cypress Gardens in Florida

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-58_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-59_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:30,,,,Verified,1:30:07,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1959,,"Battle Creek, Michigan","Bob Linder's Family Films Part 8 - Parade in Battle Creek, Michigan",,00:01 Parade,"Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Parade

People: 

Years: 1959
Locations: Battle Creek, Michigan

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-59_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-63_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:01:24,,,,Verified,1:24:10,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1963,,,Bob Linder's Family Films Part 9 - Baseball Game and Squirrel,,"00:01 Unknown People
00:43 Baseball Game
01:14 Squirrel","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Unknown People
00:43 Baseball Game
01:14 Squirrel

People: 

Years: 1963
Locations: 

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-63_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,L-65_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:02:50,,,,Verified,2:50:00,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1965,,,Bob Linder's Family Films Part 10 - Summer Bible School and Flower Garden,,"00:01 Unknown Kids
00:17 Summer Bible School
03:13 Flower Garden","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Unknown Kids
00:17 Summer Bible School
03:13 Flower Garden

People: 

Years: 1965
Locations: 

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: L-65_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,P-09-02_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:12:54,,,,Verified,12:54:03,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1950,"Earl and Rosabell Hayward, Oscar and Arlene Peachy Myre, John Sr. and Josephine Hayward, Oscar Jr and family, Irwin Wren and Family, Bob Lindner and Family","Seattle, Washington and Battle Creek, Michigan",Hayward and Myre Great Grandparents in Michigan and Seattle,"Footage that covers visits with the Earl and Rosabell Hayward and their children and families in Michigan, and then moves to Seattle for visits with Oscar and Arlene Peachy Myre and their children and families. The timing of this film could cover from 1949 to 1950 most likely before John Sr. and Josephine moved to Michigan for John's job with the copper mine.","00:01 Twins
00:32 Earl and Rosabell Hayward with Josephine and Twins at Picnic
01:20 John Sr. Josephine and Twins at Fort Wilkins Michigan
02:26 Haywards and Lindners in Michigan then Haywards and Myres in Seattle
03:57 John Jr and Joy Hayward Early Steps
05:49 Oscar and Arlene Peachy Myre's home
07:25 Bird's Eye View of Seattle
07:53 Woodland Park Zoo Seattle
10:50 Circus
11:32 Josephine and Twins visit Irwin and Arlene Wren and infant daughter Judy
13:06 Oscar Myre showing berry harvest
13:17 Bridge and Sailboats
13:56 Oscar Myre, Oscar Myre Jr., and Oscar Myre III
15:09 Josephine and Twins Bathtime and Feeding
15:40 Construction
16:01 Scenic Views and Construction
16:50 Myres and Haywards Departing a House
17:04 Tunnel
17:16 Josephine and Twins
17:58 John Sr., Josephine and Twins Christmas","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Footage that covers visits with the Earl and Rosabell Hayward and their children and families in Michigan, and then moves to Seattle for visits with Oscar and Arlene Peachy Myre and their children and families. The timing of this film could cover from 1949 to 1950 most likely before John Sr. and Josephine moved to Michigan for John's job with the copper mine.

Chapters:
00:01 Twins
00:32 Earl and Rosabell Hayward with Josephine and Twins at Picnic
01:20 John Sr. Josephine and Twins at Fort Wilkins Michigan
02:26 Haywards and Lindners in Michigan then Haywards and Myres in Seattle
03:57 John Jr and Joy Hayward Early Steps
05:49 Oscar and Arlene Peachy Myre's home
07:25 Bird's Eye View of Seattle
07:53 Woodland Park Zoo Seattle
10:50 Circus
11:32 Josephine and Twins visit Irwin and Arlene Wren and infant daughter Judy
13:06 Oscar Myre showing berry harvest
13:17 Bridge and Sailboats
13:56 Oscar Myre, Oscar Myre Jr., and Oscar Myre III
15:09 Josephine and Twins Bathtime and Feeding
15:40 Construction
16:01 Scenic Views and Construction
16:50 Myres and Haywards Departing a House
17:04 Tunnel
17:16 Josephine and Twins
17:58 John Sr., Josephine and Twins Christmas

People: Earl and Rosabell Hayward, Oscar and Arlene Peachy Myre, John Sr. and Josephine Hayward, Oscar Jr and family, Irwin Wren and Family, Bob Lindner and Family

Years: 1950
Locations: Seattle, Washington and Battle Creek, Michigan

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-09-02_FROS",,,,1,,Uploaded
Hayward Movies Volume 1,Batch A,P-09-11_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:09:25,,,,Verified,9:25:06,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1949-1950,"Oscar and Arlene Peachy Myre, Irwin and Arlene Wren (nee Myre), John and Josephine Hayward and twins",Washington and Victoria BC,John Sr. and Josephine with Josephine's parent and the Wrens,"John Sr. and Josephine visit with Josephine's parents Oscar and Arlene Peachy Myre, and her sister Arlene and her husband Irwin Wren. The visit locations in Washington state and Victoria, BC. It seems the first segments are in 1949 before John Jr. and Joy were born, and towards the end may be christmas 1949 or early 1950.","00:01 Christine Falls trip with Josephine, Oscar and Arlene Peachy Myre
00:14 A Deer in the Park
00:23 Trip to Rainier - Tacoma City Dam
00:37 Trip to Rainier - Sammamish Bible Camp
00:50 Trip to Rainier - Chatting in the Shade and Groundhogs
01:37 Trip to Rainier - The Mountain
01:47 Trip to Rainier - Irwin Building a Fire and Picnic with Josephine
02:32 Trip to Rainier - Birth of a River - Josephine and Arlene
02:56 Christmas in Washington John Sr Josephine John Joy
05:23 Josephine and Baby in Washington
05:38 Bear Visits Hayward Picnic
05:54 Josephine Joy and John Jr.
06:02 On the water near Seattle
07:06 John Sr. Pacific Ocean near Seattle
07:18 Mt. Ranier Scenery
09:12 Josephine Arline Irwin in Rainier Car Park
10:00 River near Rainier
10:10 Port of Victoria BC Canada
11:05 Scenic Train Trip through Canada
12:51 White Water in Canada
13:03 John Jr. and Joy by Lake","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","John Sr. and Josephine visit with Josephine's parents Oscar and Arlene Peachy Myre, and her sister Arlene and her husband Irwin Wren. The visit locations in Washington state and Victoria, BC. It seems the first segments are in 1949 before John Jr. and Joy were born, and towards the end may be christmas 1949 or early 1950.

Chapters:
00:01 Christine Falls trip with Josephine, Oscar and Arlene Peachy Myre
00:14 A Deer in the Park
00:23 Trip to Rainier - Tacoma City Dam
00:37 Trip to Rainier - Sammamish Bible Camp
00:50 Trip to Rainier - Chatting in the Shade and Groundhogs
01:37 Trip to Rainier - The Mountain
01:47 Trip to Rainier - Irwin Building a Fire and Picnic with Josephine
02:32 Trip to Rainier - Birth of a River - Josephine and Arlene
02:56 Christmas in Washington John Sr Josephine John Joy
05:23 Josephine and Baby in Washington
05:38 Bear Visits Hayward Picnic
05:54 Josephine Joy and John Jr.
06:02 On the water near Seattle
07:06 John Sr. Pacific Ocean near Seattle
07:18 Mt. Ranier Scenery
09:12 Josephine Arline Irwin in Rainier Car Park
10:00 River near Rainier
10:10 Port of Victoria BC Canada
11:05 Scenic Train Trip through Canada
12:51 White Water in Canada
13:03 John Jr. and Joy by Lake

People: Oscar and Arlene Peachy Myre, Irwin and Arlene Wren (nee Myre), John and Josephine Hayward and twins

Years: 1949-1950
Locations: Washington and Victoria BC

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-09-11_FROS",,,,1,,Uploaded
