Home Movie Volume / Partition,"Scan Batch (A, B, or C)",Filenames,Format,Original Scan Resolution,Original Scan Copy #1 Location,Original Scan Copy #2 Location,Original Scan Copy #3 Location,Duration at 23.97 fps (most of this was shot at 16 or 18 FPS),Clips Identified,Motion Tracked,Stabilized,Color Corrected,CC Duration,Notes,Color Corrected Copy #1 Location,Color Corrected Copy #2 Location,2k Export Location,Topaz Enhanced Location,Years,People,Location,Title,Description,Chapters,Tech Notes,Summary,Tag: Ruth,Tag: Disney,Tag: SF,Tag: Needs Edit,Tag: Theme Park,Workflow State
Hayward Movies Volume 1,Batch A,P-09-11_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:09:25,,,,Verified,9:25:06,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1949-1950,"Oscar and Arlene Peachy Myre, Irwin and Arlene Wren (nee Myre), John and Josephine Hayward and twins",Washington and Victoria BC,John Sr. and Josephine with Josephine's parent and the Wrens,"John Sr. and Josephine visit with Josephine's parents Oscar and Arlene Peachy Myre, and her sister Arlene and her husband Irwin Wren. The visit locations in Washington state and Victoria, BC. It seems the first segments are in 1949 before John Jr. and Joy were born, and towards the end may be christmas 1949 or early 1950.","00:01 Christine Falls trip with Josephine, Oscar and Arlene Peachy Myre
00:14 A Deer in the Park
00:23 Trip to Rainier - Tacoma City Dam
00:37 Trip to Rainier - Sammamish Bible Camp
00:50 Trip to Rainier - Chatting in the Shade and Groundhogs
01:37 Trip to Rainier - The Mountain
01:47 Trip to Rainier - Irwin Building a Fire and Picnic with Josephine
02:32 Trip to Rainier - Birth of a River - Josephine and Arlene
02:56 Christmas in Washington John Sr Josephine John Joy
05:23 Josephine and Baby in Washington
05:38 Bear Visits Hayward Picnic
05:54 Josephine Joy and John Jr.
06:02 On the water near Seattle
07:06 John Sr. Pacific Ocean near Seattle
07:18 Mt. Ranier Scenery
09:12 Josephine Arline Irwin in Rainier Car Park
10:00 River near Rainier
10:10 Port of Victoria BC Canada
11:05 Scenic Train Trip through Canada
12:51 White Water in Canada
13:03 John Jr. and Joy by Lake","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","John Sr. and Josephine visit with Josephine's parents Oscar and Arlene Peachy Myre, and her sister Arlene and her husband Irwin Wren. The visit locations in Washington state and Victoria, BC. It seems the first segments are in 1949 before John Jr. and Joy were born, and towards the end may be christmas 1949 or early 1950.

Chapters:
00:01 Christine Falls trip with Josephine, Oscar and Arlene Peachy Myre
00:14 A Deer in the Park
00:23 Trip to Rainier - Tacoma City Dam
00:37 Trip to Rainier - Sammamish Bible Camp
00:50 Trip to Rainier - Chatting in the Shade and Groundhogs
01:37 Trip to Rainier - The Mountain
01:47 Trip to Rainier - Irwin Building a Fire and Picnic with Josephine
02:32 Trip to Rainier - Birth of a River - Josephine and Arlene
02:56 Christmas in Washington John Sr Josephine John Joy
05:23 Josephine and Baby in Washington
05:38 Bear Visits Hayward Picnic
05:54 Josephine Joy and John Jr.
06:02 On the water near Seattle
07:06 John Sr. Pacific Ocean near Seattle
07:18 Mt. Ranier Scenery
09:12 Josephine Arline Irwin in Rainier Car Park
10:00 River near Rainier
10:10 Port of Victoria BC Canada
11:05 Scenic Train Trip through Canada
12:51 White Water in Canada
13:03 John Jr. and Joy by Lake

People: Oscar and Arlene Peachy Myre, Irwin and Arlene Wren (nee Myre), John and Josephine Hayward and twins

Years: 1949-1950
Locations: Washington and Victoria BC

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-09-11_FROS",,,,1,,Uploaded
Hayward Movies Volume 1,Batch A,P-50_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,,0:10:12,,,,"Verified (But new copy called ""V3"" that might have the exact frame count of the originals)",10:10:23,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1950,"Oscar and Arlene Peachy Myre, Irwin Wren, John and Josephine Hayward and twins",Washington,"John and Josephine Hayward visit Jo's family, the Myres, in Washington",,"00:01 Josephine visits with brother Oscar Jr. and Nadine Myre, and family
01:17 Scenic Views Mountains and Lake
01:52 John Sr. and Oscar Myre
02:13 Large Group Ballgame and Potluck
03:40 Wildlife Encounters Josephine and Twins Deer and Racoons
04:07 Josephine and Irwin Wren at Soda Springs
04:46 Josephine, John Sr., Oscar Myre, Irwin Wren
05:43 Gathering by Lake at Sunset
06:05 John Sr., Twins, Oscar and Arlene Peachy Myre
06:22 John Sr., Josephine, Twins Oscar and Arlene Peachy Myre at Mt Rainier National Park Deception Pass
09:40 Boat Ride
11:40 John Sr., Josephine, Twins, Oscar and Arlene Peach Myre - Bath and Picnic
14:38 Scenic River and Mountain Views","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 Josephine visits with brother Oscar Jr. and Nadine Myre, and family
01:17 Scenic Views Mountains and Lake
01:52 John Sr. and Oscar Myre
02:13 Large Group Ballgame and Potluck
03:40 Wildlife Encounters Josephine and Twins Deer and Racoons
04:07 Josephine and Irwin Wren at Soda Springs
04:46 Josephine, John Sr., Oscar Myre, Irwin Wren
05:43 Gathering by Lake at Sunset
06:05 John Sr., Twins, Oscar and Arlene Peachy Myre
06:22 John Sr., Josephine, Twins Oscar and Arlene Peachy Myre at Mt Rainier National Park Deception Pass
09:40 Boat Ride
11:40 John Sr., Josephine, Twins, Oscar and Arlene Peach Myre - Bath and Picnic
14:38 Scenic River and Mountain Views

People: Oscar and Arlene Peachy Myre, Irwin Wren, John and Josephine Hayward and twins

Years: 1950
Locations: Washington

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-50_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch B,P-53_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,,0:11:01,,,,Verified,11:00:05,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1953,"Earl and Rosabell Hayward, John Sr. and Josephine Hayward, John Jr., Joy Hayward",New Orleans,"John Sr., Josephine and Twins New Orleans year and Earl and Rosabell Hayward visit",,"00:01 New Orleans Zoo
00:37 Earl and Rosabell Hayward and Twins in New Orleans
01:40 Earl and Rosabell Hayward Ferry Ride New Orleans
04:37 Josephine and Kids at Zoo
05:23 Tombs for coincidental unrelated Hayward and Lindners in New Orleans
06:52 New Orleans Bayou Boat Trip with Josephine
08:16 Haywards on Airplanes
10:01 John Sr. with twins getting candy from floats downstairs from their New Orleans appartment
11:16 New Orleans Boats
12:13 Mardi Gras Floats New Orleans","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","

Chapters:
00:01 New Orleans Zoo
00:37 Earl and Rosabell Hayward and Twins in New Orleans
01:40 Earl and Rosabell Hayward Ferry Ride New Orleans
04:37 Josephine and Kids at Zoo
05:23 Tombs for coincidental unrelated Hayward and Lindners in New Orleans
06:52 New Orleans Bayou Boat Trip with Josephine
08:16 Haywards on Airplanes
10:01 John Sr. with twins getting candy from floats downstairs from their New Orleans appartment
11:16 New Orleans Boats
12:13 Mardi Gras Floats New Orleans

People: Earl and Rosabell Hayward, John Sr. and Josephine Hayward, John Jr., Joy Hayward

Years: 1953
Locations: New Orleans

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-53_FROS",,,,,,Uploaded
Hayward Movies Volume 1,Batch A,P-56_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:06:46,,,,Verified,6:45:18,Disney Stuff,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,"1955, 1956","John, Joy, Mark Hayward, Irwin Wren and his children Judy and Stan","Disneyland, California",Disneyland 1955 and 1956 Visits,"Disneyland visits in 1955 and 1956 with the Hayward kids John Jr, Joy, and Mark, and also Irwin Wren and his children Judy and Stan.","00:01 Disneyland 1955 Fantasy Land, Mark Twain Riverboat and Jungle Cruise with Hayward Kids and Irving Wren and family
02:07 Disneyland 1956 - Hayward kids and Irving Wren and family","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Disneyland visits in 1955 and 1956 with the Hayward kids John Jr, Joy, and Mark, and also Irwin Wren and his children Judy and Stan.

Chapters:
00:01 Disneyland 1955 Fantasy Land, Mark Twain Riverboat and Jungle Cruise with Hayward Kids and Irving Wren and family
02:07 Disneyland 1956 - Hayward kids and Irving Wren and family

People: John, Joy, Mark Hayward, Irwin Wren and his children Judy and Stan

Years: 1955, 1956
Locations: Disneyland, California

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-56_FROS",,1,,,1,Uploaded
Hayward Movies Volume 1,Batch B,P-60_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:08:14,Yes,,,Verified,8:13:14,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1960,"Earl and Rosabell Hayward, their children and grandchildren",,"Train from CA to MI, Earl and Rosabell Hayward 50th Wedding Anniversary, San Francisco Trip with Irwin and Arlene Wren and Family","A train trip from California to Michigan for Earl and Rosabell Hayward's 50th wedding anniversary, where their children and grandchildren can be seen. Then a visit to Greenfield Village in Michigan, and ends with a San Francisco visit with the Haywards and Wrens to see a Giant's game and visit the San Francisco Zoo.","00:01 Train Trip
04:13 Earl and Rosabell Hayward's 50th Wedding Anniversary
05:43 Greenfield Village in Dearborne Michigan
06:16 James playing in Pool
07:14 Lakeside Fun
08:10 SF Trip with Irwin Wren and family SF Giants Game Zoo June 1960, The 2nd Baseball Batter may be Willie Mays","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","A train trip from California to Michigan for Earl and Rosabell Hayward's 50th wedding anniversary, where their children and grandchildren can be seen. Then a visit to Greenfield Village in Michigan, and ends with a San Francisco visit with the Haywards and Wrens to see a Giant's game and visit the San Francisco Zoo.

Chapters:
00:01 Train Trip
04:13 Earl and Rosabell Hayward's 50th Wedding Anniversary
05:43 Greenfield Village in Dearborne Michigan
06:16 James playing in Pool
07:14 Lakeside Fun
08:10 SF Trip with Irwin Wren and family SF Giants Game Zoo June 1960, The 2nd Baseball Batter may be Willie Mays

People: Earl and Rosabell Hayward, their children and grandchildren

Years: 1960
Locations: 

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-60_FROS",1,,1,,,Uploaded
Hayward Movies Volume 1,Batch B,P-61_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:10:32,,,,Verified,10:31:18,Has some disney - maybe fishing ad disney,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1961,"Josephine Hayward and her children, the Wren family, David and Gloria Myre and their children","California locations: Children's Fairyland park in Oakland, Disneyland, Yosemite",1961 Family Celebrations - Disneyland and other parks with Wrens and Myres,"John Jr's birthday attended by Don Workentine, whose father Ivan was the contractor who built the Hayward family cabin at Hume Lake. Various California attractions visited with Irwin and Arlene Wren and their children, and David and Gloria Myre and their children.","00:01 John Sr. Birthday Party - Don Workentine a friend is here
00:14 Children's Fairyland Theme Park Haywards and Wrens
04:05 Christmas Presents
04:17 Family Gathering Picnic Fishing Reading
06:35 Disneyland visit 1961 with Hayward Kids and David and Gloria Myre and family
11:37 Yosemite Trip with Josephine and Kids","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","John Jr's birthday attended by Don Workentine, whose father Ivan was the contractor who built the Hayward family cabin at Hume Lake. Various California attractions visited with Irwin and Arlene Wren and their children, and David and Gloria Myre and their children.

Chapters:
00:01 John Sr. Birthday Party - Don Workentine a friend is here
00:14 Children's Fairyland Theme Park Haywards and Wrens
04:05 Christmas Presents
04:17 Family Gathering Picnic Fishing Reading
06:35 Disneyland visit 1961 with Hayward Kids and David and Gloria Myre and family
11:37 Yosemite Trip with Josephine and Kids

People: Josephine Hayward and her children, the Wren family, David and Gloria Myre and their children

Years: 1961
Locations: California locations: Children's Fairyland park in Oakland, Disneyland, Yosemite

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-61_FROS",1,1,,,1,Uploaded
Hayward Movies Volume 1,Batch B,P-CC1_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,Color Corrected Drive A,0:10:51,,,,Verified,10:50:13,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,1951-1952,"Earl and Rosabell Hayward, Bob and Marjorie Lindner (nee Hayward) and their Children, John Sr. and Josephine Hayward (nee Myre) and children John and Joy, and David and Gloria Myre","Michigan, Minnesota, and the Copper mining town John Sr. worked at","Great Lakes trips with Earl and Rosabell Hayward, Lindners, and David and Gloria Myre","Various footage of family trips in Michigan and Minnesota, and the great lakes.","00:01 Snowy Town Horse Drawn Sled Black and White
00:43 Skiing Giant Snow Blowers
02:41 Truck Fire
03:34 David and Gloria Myre by Shoreline
04:26 Josephine and Twins with Earl and Rosabell Hayward Kiddie Pool Parks
09:53 Waterfall
10:06 John Sr., Josephine, Twins, Earl and Rosabell Hayward Picnic and Parks and Marjorie and Bob Lindner at Fort Wilkins
12:54 Scenic Landscape Views
14:30 Josephine, twins, Earl and Rosabell Hayward
14:36 Grand Marais Minnesota
15:14 Devil's Washtub Copper Harbor Michigan with Marjorie and Bob Lindner and children
15:27 Copper Mine","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Various footage of family trips in Michigan and Minnesota, and the great lakes.

Chapters:
00:01 Snowy Town Horse Drawn Sled Black and White
00:43 Skiing Giant Snow Blowers
02:41 Truck Fire
03:34 David and Gloria Myre by Shoreline
04:26 Josephine and Twins with Earl and Rosabell Hayward Kiddie Pool Parks
09:53 Waterfall
10:06 John Sr., Josephine, Twins, Earl and Rosabell Hayward Picnic and Parks and Marjorie and Bob Lindner at Fort Wilkins
12:54 Scenic Landscape Views
14:30 Josephine, twins, Earl and Rosabell Hayward
14:36 Grand Marais Minnesota
15:14 Devil's Washtub Copper Harbor Michigan with Marjorie and Bob Lindner and children
15:27 Copper Mine

People: Earl and Rosabell Hayward, Bob and Marjorie Lindner (nee Hayward) and their Children, John Sr. and Josephine Hayward (nee Myre) and children John and Joy, and David and Gloria Myre

Years: 1951-1952
Locations: Michigan, Minnesota, and the Copper mining town John Sr. worked at

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-CC1_FROS",,,,1,,Uploaded
Hayward Movies Volume 1,Batch B,P-CC2_FROS,16mm,4976x3472,Original Scans Batch B Copy 1,Original Scans Batch B Copy 2,,0:11:54,,,,"Verified (But new copy called ""V2_1"" that might have exact frame counts as the original)",11:53:17,,Color Corrected Drive B,2k Enhanced Drive A,2k Enhanced Drive A,2k Enhanced Drive A,,"Josephine Hayward, John Jr, Joy, and Mark",,Michigan Home near Copper Mine in 1951-1952,"John Sr. worked at a copper mine in 1951 and 1952. In this film the house where the family lived can be seen in the background of some shots, its wooden siding is unfinished and looks gray. This house was bought from the copper mine who was liquidating property to their employees for $600 - the price determined by the mine's $100 per room pricing. A year later John Sr. sold the house for 10x as much, $6,000. Inflation adjusted to 2025, that reflects a purchase price of around $7,200 and a sale price of $72,000.","00:01 Waterfalls
02:26 Boys Nature Hike
04:08 Gitche Gumee
05:31 Sawing Logs
06:11 John Jr., Joy, and baby Mark with Josephine at Parks and Pools and the house in Michigan where John Sr. worked for a copper mine
10:29 Landscapes
11:05 Sawing Logs 2
11:26 River
11:35 Josephine and Kids by Lake
11:43 Copper Mine and Surroundings
13:35 Josephine and others on Nature Hike
14:31 High Winds
14:43 Campground
14:55 First Baptist Church
15:02 Boat Tour on Great Lakes with Josephine
16:34 Moving Day From Copper Mining Town in Michigan to New Orleans
17:07 Josephine Twins and Mark on Boat Ride","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","John Sr. worked at a copper mine in 1951 and 1952. In this film the house where the family lived can be seen in the background of some shots, its wooden siding is unfinished and looks gray. This house was bought from the copper mine who was liquidating property to their employees for $600 - the price determined by the mine's $100 per room pricing. A year later John Sr. sold the house for 10x as much, $6,000. Inflation adjusted to 2025, that reflects a purchase price of around $7,200 and a sale price of $72,000.

Chapters:
00:01 Waterfalls
02:26 Boys Nature Hike
04:08 Gitche Gumee
05:31 Sawing Logs
06:11 John Jr., Joy, and baby Mark with Josephine at Parks and Pools and the house in Michigan where John Sr. worked for a copper mine
10:29 Landscapes
11:05 Sawing Logs 2
11:26 River
11:35 Josephine and Kids by Lake
11:43 Copper Mine and Surroundings
13:35 Josephine and others on Nature Hike
14:31 High Winds
14:43 Campground
14:55 First Baptist Church
15:02 Boat Tour on Great Lakes with Josephine
16:34 Moving Day From Copper Mining Town in Michigan to New Orleans
17:07 Josephine Twins and Mark on Boat Ride

People: Josephine Hayward, John Jr, Joy, and Mark

Years: 
Locations: 

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: P-CC2_FROS",,,,,,Uploaded
Hayward Movies Volume 2,Batch A,PA-01_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:09:58,,,,Verified,9:57:22,,Color Corrected Drive B,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1950-1952,"Earl and Rosabell Hayward, Bob and Marjorie Lindner (nee Hayward) and chilldren, Victor and Mary-Louise Beattie (nee Hayward) and children, Oscar and Arlene Peachy Myre, John Sr. and Josephine Hayward (nee Myre) and children John Jr. and Joy, and Mark in the later parts of the film.","Seattle, Washington and Battle Creek Michigan","Christmas & Family Gatherings with Myres, Haywards, in-laws and cousins to John Sr. and Josephine","A variety of family get togethers over a few years, featuring both John Sr.'s parents, siblings and their children, and Josephine's parents between 1950-1952 or so.","00:08 Christmas Morning 1950
00:49 John and Joy as Infants in 1950 or early 51
01:14 Earl and Rosabell Hayward and their Children and Grandchildren
02:11 John Jr and Joy, along with various Lindner and Beattie cousins
02:49 John Sr., Josephine, John and Joy playing in backyard
04:19 At the Fair with Marjorie Hayward nee Lindner and Josephine and their children
05:11 Christmas 1951 with Oscar and Arlene Peachy Myre
09:17 John and Joy playing with games
09:54 Hayward Family Picnic with Earl and Rosabell, their children Marjorie, Mary-Louise, and their spouses Bob Lindner and Victor Beattie respectively, along with Josephine Hayward Twins and cousins
11:39 Family Reunion with Earl and Rosabell Hayward and their children and grandchildren, the Lindners, Beatties, and John Sr.'s Family
12:54 Kids play with chickens","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","A variety of family get togethers over a few years, featuring both John Sr.'s parents, siblings and their children, and Josephine's parents between 1950-1952 or so.

Chapters:
00:08 Christmas Morning 1950
00:49 John and Joy as Infants in 1950 or early 51
01:14 Earl and Rosabell Hayward and their Children and Grandchildren
02:11 John Jr and Joy, along with various Lindner and Beattie cousins
02:49 John Sr., Josephine, John and Joy playing in backyard
04:19 At the Fair with Marjorie Hayward nee Lindner and Josephine and their children
05:11 Christmas 1951 with Oscar and Arlene Peachy Myre
09:17 John and Joy playing with games
09:54 Hayward Family Picnic with Earl and Rosabell, their children Marjorie, Mary-Louise, and their spouses Bob Lindner and Victor Beattie respectively, along with Josephine Hayward Twins and cousins
11:39 Family Reunion with Earl and Rosabell Hayward and their children and grandchildren, the Lindners, Beatties, and John Sr.'s Family
12:54 Kids play with chickens

People: Earl and Rosabell Hayward, Bob and Marjorie Lindner (nee Hayward) and chilldren, Victor and Mary-Louise Beattie (nee Hayward) and children, Oscar and Arlene Peachy Myre, John Sr. and Josephine Hayward (nee Myre) and children John Jr. and Joy, and Mark in the later parts of the film.

Years: 1950-1952
Locations: Seattle, Washington and Battle Creek Michigan

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: PA-01_FROS",,,,1,,Uploaded
Hayward Movies Volume 2,Batch A,PA-02_FROS,16mm,4976x3472,Original Scans Batch A Copy 1,Original Scans Batch A Copy 2,Color Corrected Drive A,0:12:59,,,,Verified,12:58:21,,Color Corrected Drive B,2k Enhanced Drive B,2k Enhanced Drive B,2k Enhanced Drive B,1949-1950,"Oscar and Arlene Peachy Myre, Irwin and Arlene Wren (nee Myre), John and Josephine Hayward and twins","Seattle, Washington and Oregon","John and Josephine Hayward and their twin children, and Jo's family the Myres in 1949-50","Scenes from John Jr. and Joy's infancy around Seattle with visits to their grandparents Oscar and Arlene Peachy Myre, Oscar Jr.'s family and Irwin Wren's family.","00:01 Waterfall
00:05 John Jr and Joy as Babies
04:26 Great Aunt Stella on Myre Side and her Husband Mac
04:41 John Jr and Joy as Babies 2
05:32 Dinner at Oscar and Arlene Peachy Myre's Seattle House with Jo's brother Oscar Jr and Nadine and children
05:50 John Jr and Joy as Babies 3
06:05 Waterfall 2
06:41 Scenic Views of Seattle
08:47 Josephine doing Laundry at Seattle Home
08:58 Josephine and Twins at Boat Locks
11:03 Dinner with Oscar and Arlene Peachy Myre, Arlene's Sister Stella and husband Mac, Oscar Jr. and Nadine Myre and children with John and Josephine Hayward
15:08 Ferry trip with Josephine, Irwin and Arlene Wren (nee Myre) and daughter Judy
16:37 Family Picnic with Josephine, Irwin and Arlene Wren (nee Myre) and daughter Judy
17:42 Deadman's Pass","Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.","Scenes from John Jr. and Joy's infancy around Seattle with visits to their grandparents Oscar and Arlene Peachy Myre, Oscar Jr.'s family and Irwin Wren's family.

Chapters:
00:01 Waterfall
00:05 John Jr and Joy as Babies
04:26 Great Aunt Stella on Myre Side and her Husband Mac
04:41 John Jr and Joy as Babies 2
05:32 Dinner at Oscar and Arlene Peachy Myre's Seattle House with Jo's brother Oscar Jr and Nadine and children
05:50 John Jr and Joy as Babies 3
06:05 Waterfall 2
06:41 Scenic Views of Seattle
08:47 Josephine doing Laundry at Seattle Home
08:58 Josephine and Twins at Boat Locks
11:03 Dinner with Oscar and Arlene Peachy Myre, Arlene's Sister Stella and husband Mac, Oscar Jr. and Nadine Myre and children with John and Josephine Hayward
15:08 Ferry trip with Josephine, Irwin and Arlene Wren (nee Myre) and daughter Judy
16:37 Family Picnic with Josephine, Irwin and Arlene Wren (nee Myre) and daughter Judy
17:42 Deadman's Pass

People: Oscar and Arlene Peachy Myre, Irwin and Arlene Wren (nee Myre), John and Josephine Hayward and twins

Years: 1949-1950
Locations: Seattle, Washington and Oregon

Technical Notes: 16mm silent film at 16 frames per second film digitized using a Lasergraphics ScanStation at 4k resolution. Manually color corrected, converted to 2k resolution. Processed through Topaz Labs video tool with settings: Proteus Focus Fix Normal, convert to 48 fps with Chronos model, Stabilize full frame with strength of 81 and rolling shutter correction, and motion deblur with Themis model.

File ID: PA-02_FROS",,,,1,,Uploaded
